Sample.ID,Tool,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,SBS7a,SBS7b,SBS7c,SBS7d,SBS8,SBS9,SBS10a,SBS10b,SBS12,SBS13,SBS14,SBS15,SBS16,SBS17a,SBS17b,SBS18,SBS19,SBS20,SBS21,SBS22a,SBS22b,SBS26,SBS28,SBS29,SBS30,SBS31,SBS35,SBS37,SBS38,SBS40,SBS40a,SBS40b,SBS40c,SBS41,SBS44,SBS24,SBS39
Liver-HCC::S.39,QP_0.00,81.2441252564102,0,0,0,7617.17289714468,0,0,0,0,0,0,795.922923358783,0,0,136.52557886478,0,0,0,259.733165398262,211.391197658214,0,892.518625121344,420.465489995362,0,0,0,0,0,0,0,593.52507744079,2.83867877347386e-15,0,0,0,9305.50091976138,0,0,0,0,0,0,0
Liver-HCC::S.40,QP_0.00,1.47599804636982e-15,0,0,3248.37748940775,11010.0641799926,0,0,0,0,0,0,0,0,0,74.9206867498181,0,0,0,1804.96842113359,4.2264348156939e-16,0,5.44082809223081e-15,0,0,0,150.482221141463,0,0,0,0,461.68533185368,6.3193005378429e-15,7.46653651987141e-15,0,0,0,0,0,0,0,0,145.501669721137,0
Liver-HCC::S.41,QP_0.00,203.458589095532,0,0,59.949475122527,8141.53653031578,0,0,0,0,0,0,0,0,0,4487.65445989847,0,0,0,951.216620905738,105.216705469255,0,85.9676191926936,0,0,0,0,0,0,0,0,0,0,1.2415272128388e-13,0,0,1.05009313832815e-13,0,0,0,0,0,2.6297946713943e-13,0
Liver-HCC::S.42,QP_0.00,20.4319509928613,0,0,2.71283507889904e-13,9909.89117895876,0,0,0,0,0,0,151.029806942905,0,0,0,0,0,0,0,38.64706310547,1.95422762155504e-14,0,2.10061409243524e-15,0,0,8.46928208300056e-14,0,0,0,9.53110032710003e-14,4.38885039422132e-15,0,0,0,0,0,0,0,0,0,0,6.95960869286115e-15,0
Liver-HCC::S.43,QP_0.00,235.563352926641,0,0,139.034439295493,2331.37608920364,0,0,0,0,0,0,3.55011376479646e-14,0,0,2209.4032166687,0,0,0,0,6.5272907922091e-16,0,785.844679850324,0,0,0,3.45431121114513e-14,0,0,0,406.184097230238,57.6156313276562,4.3097179302326e-14,0,0,0,2786.48854724491,0,0,0,0,0,648.489946252399,0
Liver-HCC::S.44,QP_0.00,231.460710642807,0,0,1.72162256678296e-13,9395.37342629476,0,0,0,0,0,0,2.31836987774769e-14,0,0,3542.46910339152,0,0,0,2796.21665652555,216.960731184835,28.661032664374,1.25262684616535e-14,318.386950256682,0,0,1.39802010518211e-15,0,0,0,3.90849779250062e-14,0,649.50924068708,4.20860410677778e-15,0,0,0,0,0,0,0,0,137.962148352404,0
Liver-HCC::S.45,QP_0.00,157.559888336004,0,0,0,4119.51213839963,0,0,0,0,0,0,139.382303070461,0,0,3868.67327650907,0,0,0,5.72696122209235e-14,128.737898585826,0,1.56715647623185e-14,2.58960752106532e-14,0,0,88.961792041814,0,0,0,1.59643873903418e-14,453.258174425285,0,2.31411950438846e-15,0,0,0,0,0,0,0,0,435.914528631913,0
Liver-HCC::S.46,QP_0.00,110.324336258326,0,0,4595.95472639509,10098.3993755437,0,0,0,0,0,0,179.798719052505,0,0,1288.01106169281,0,0,0,230.788097677784,0,458.660120173101,0,67.3232779048396,0,0,148.4132890152,0,0,0,1.29251704957351e-14,1.27960437358117e-15,0,0,0,0,2.93110414037078e-13,0,0,0,0,0,1937.32699628667,0
Liver-HCC::S.47,QP_0.00,32.5794146822333,0,0,4317.05034553244,7802.32659747798,0,0,0,0,0,0,6.50248996193413e-14,0,0,352.788351729395,0,0,0,6.79887572855391e-15,0,3.05495928293613e-15,0,0,0,0,3.01391780290955e-15,0,0,0,0,520.61589804412,1.73737814866601e-14,2.91062690213612e-15,0,0,1404.63939253383,0,0,0,0,0,1.74035543514603e-14,0
Liver-HCC::S.48,QP_0.00,366.026600558032,0,0,8.01778556420333e-15,10601.4348366782,0,0,0,0,0,0,43.5608445191448,0,0,375.410304346616,0,0,0,0,57.5191520920444,0,5.09021838161275e-14,1.86564611340629e-15,0,0,7.40911702215258e-15,0,0,0,2.16147600296058e-15,650.490023848115,0,1.36155338240984e-13,0,0,1107.55823795789,0,0,0,0,0,9.99923801368634e-16,0
Liver-HCC::S.49,QP_0.00,167.999297462181,0,0,1.96052458476375e-13,4088.91069039201,0,0,0,0,0,0,4.30615072195223e-14,0,0,935.448491272974,0,0,0,0,4.35396915266052,1231.71836505218,0,318.660574011538,0,0,129.873644573872,0,0,0,638.051373455611,5.70360663488855,9.20111940714166,217.115369079814,0,0,1031.55475070095,0,0,0,0,0,511.408748804183,0
Liver-HCC::S.50,QP_0.00,154.621653702565,0,0,0,5250.06476623553,0,0,0,0,0,0,394.767469497859,0,0,0,0,0,0,2994.94191757034,7.06457314518531e-16,0,0,57.4483384898119,0,0,8673.88516025913,0,0,0,1444.91405378568,289.912730092278,0,1.76458477752535e-16,0,0,11.2279292510284,0,0,0,0,0,332.215981115777,0
Liver-HCC::S.51,QP_0.00,37.9777885095279,0,0,797.551190119254,7169.86198793466,0,0,0,0,0,0,209.210217550154,0,0,1343.43060496743,0,0,0,471.841446166993,71.0608501750058,0,0,1.4454967833749e-14,0,0,2.50365090776135e-15,0,0,0,1088.72748396109,179.949520360101,3.1910331624073e-14,88.3889102557833,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.52,QP_0.00,0,0,0,0,9018.69561667757,0,0,0,0,0,0,424.204402997191,0,0,1719.15790703238,0,0,0,1975.90466081686,0,1.49954967111614e-14,727.155365926061,2.95000470170775e-14,0,0,4.80236947250517e-14,0,0,0,1120.65481944444,115.501827449971,386.1946742821,6.86662051410174e-14,0,0,7173.89280144957,0,0,0,0,0,286.637923923857,0
Liver-HCC::S.53,QP_0.00,13.1701147450159,0,0,2756.89144505615,8073.9541035369,0,0,0,0,0,0,86.7457939605713,0,0,1447.64581745209,0,0,0,2.36768251649114e-15,168.376051894179,0,596.137595227078,0,0,0,145.009245665071,0,0,0,0,230.276960384069,7.06622064015693e-14,8.40288430939068e-15,0,0,824.400563457712,0,0,0,0,0,424.392308621167,0
Liver-HCC::S.54,QP_0.00,27.898951928182,0,0,3636.32397167228,3228.85102492045,0,0,0,0,0,0,0,0,0,2014.6739403083,0,0,0,205.407868300522,1.73170246241232e-16,0,358.831247762913,46.6957404368611,0,0,84.6295644383121,0,0,0,254.989037627218,0,0,255.698652604971,0,0,0,0,0,0,0,0,2.62683417459489e-15,0
Liver-HCC::S.55,QP_0.00,69.3649844339968,0,0,4463.51054622887,2617.11596324443,0,0,0,0,0,0,174.367045894604,0,0,632.376218089205,0,0,0,261.796953070106,3.34566035128138,7.79199142634613e-15,174.948526082183,173.667691962018,0,0,87.2870171259069,0,0,0,19.1515357826201,0,0,206.251062870518,0,0,3.19753284701605e-14,0,0,0,0,0,155.816794864257,0
Liver-HCC::S.56,QP_0.00,113.023082754043,0,0,0,4547.5584874815,0,0,0,0,0,0,1.54864242883192e-13,0,0,14.8539786995909,0,0,0,1622.55378281632,1.12760379246016e-14,0,3.92627528137509e-14,3273.91533170343,0,0,9.0970722427735e-15,0,0,0,2828.38331111927,1279.18989396264,0,0,0,0,667.5221314632,0,0,0,0,0,3.89448254639135e-14,0
Liver-HCC::S.57,QP_0.00,55.0213159717553,0,0,173.093586258695,5879.84254299965,0,0,0,0,0,0,33.318653786174,0,0,2419.75120275788,0,0,0,2308.33705447814,60.2753440337621,0,76.25254506721,171.634955055832,0,0,18.4028207608686,0,0,0,4.81582416092059e-16,112.876979736185,0,3.88568053178512e-17,0,0,472.192999093841,0,0,0,0,0,0,0
Liver-HCC::S.58,QP_0.00,0,0,0,0,20201.7047532683,0,0,0,0,0,0,8.13544004166937e-15,0,0,0,0,0,0,1528.49083988028,117.443615502701,2.10318203867099e-14,0,315.62127342716,0,0,7.10650962174192e-14,0,0,0,245.700263008283,321.980809411732,0,0,0,0,716.058445501554,0,0,0,0,0,0,0
Liver-HCC::S.59,QP_0.00,197.381745336739,0,0,1.04705222291018e-13,3300.22262043555,0,0,0,0,0,0,0,0,0,12621.744200923,0,0,0,0,2.5326548563286e-14,121.384744197167,4.55354547752836e-13,0,0,0,0,0,0,0,1345.82999290311,1039.03695892493,1039.83634045377,3883.05267144718,0,0,0,0,0,0,0,0,1103.51072537858,0
Liver-HCC::S.60,QP_0.00,129.34411347268,0,0,2640.93888717315,2499.01253650209,0,0,0,0,0,0,44.5304879362567,0,0,240.826114609804,0,0,0,1.20998960009989e-14,43.0900405304547,0,17.2449829998375,58.8870344123747,0,0,152.328963437738,0,0,0,597.60206014637,0,0,0,0,0,825.395414095213,0,0,0,0,0,437.799364684028,0
Liver-HCC::S.61,QP_0.00,10.9071755654811,0,0,0,6912.95788580887,0,0,0,0,0,0,6.97299431902236e-15,0,0,6645.83031208932,0,0,0,527.125686248887,260.828956078821,67.7468689371264,0,0,0,0,113.316446386453,0,0,0,5.70007062799306e-15,352.852947387237,73.7976199715192,0,0,0,0,0,0,0,0,0,31.6361015262887,0
Liver-HCC::S.62,QP_0.00,192.946557285097,0,0,1.20368916579383e-14,6712.55599559233,0,0,0,0,0,0,57.3639760826842,0,0,1553.11293121501,0,0,0,167.572519686413,198.694211951062,66.6194011272559,267.258276412681,5.6330853075102e-14,0,0,76.8308461106669,0,0,0,677.657248525701,0,0,170.805136288235,0,0,0,0,0,0,0,0,302.582899722868,0
Liver-HCC::S.63,QP_0.00,273.857775664387,0,0,3.4887376835827e-13,6917.91394117354,0,0,0,0,0,0,201.350406166578,0,0,1446.8644053069,0,0,0,0,2.03027502446207e-15,24.8548344448699,0,0,0,0,0,0,0,0,890.542265092829,185.091061532283,1.86392211996924e-13,342.001937025214,0,0,1281.46821669861,0,0,0,0,0,846.055156894792,0
Liver-HCC::S.64,QP_0.00,70.9889780948402,0,0,1.9756337153492e-13,6050.60899644844,0,0,0,0,0,0,23.8098625119172,0,0,3932.0981986789,0,0,0,868.094611844144,0,3.36192976605065e-16,321.48105093502,0,0,0,0,0,0,0,2.68993693300193e-14,713.126524825514,3.37169977388009e-14,2.27793390970926e-14,0,0,118.45629586762,0,0,0,0,0,24.3354807935982,0
Liver-HCC::S.65,QP_0.00,124.176013403919,0,0,198.948648890725,6844.64577681912,0,0,0,0,0,0,72.6715796655304,0,0,1442.18957015953,0,0,0,0,2.02401954577401,92.8696288490775,1.38064683533233e-14,188.329860674913,0,0,14.2025883322372,0,0,0,0,399.680328046692,3.44967781880698e-14,1.31246663492216e-15,0,0,0,0,0,0,0,0,270.261985612483,0
Liver-HCC::S.66,QP_0.00,74.8934029665868,0,0,0,6439.83334269936,0,0,0,0,0,0,9.44857731228883e-15,0,0,707.69296939381,0,0,0,964.701024908838,0,2.78947136986049e-15,53.6628679718159,4.19660452286568e-14,0,0,0,0,0,0,8.16441398257687e-15,165.871465831684,0,0,0,0,0,0,0,0,0,0,38.3449262279073,0
Liver-HCC::S.67,QP_0.00,1.28296231636703e-14,0,0,723.483835369379,6669.46462911568,0,0,0,0,0,0,25.1650346574808,0,0,2023.87068911927,0,0,0,0,128.373273462587,8.31701654070893e-16,4.08022448667451e-15,47.7502317700106,0,0,1.54795495424675e-14,0,0,0,5.14911003911674e-15,0,0,2.94071200328641e-16,0,0,1076.72996526815,0,0,0,0,0,183.162341237448,0
Liver-HCC::S.68,QP_0.00,393.349276412297,0,0,1756.79985962925,10541.4970500547,0,0,0,0,0,0,279.68918790584,0,0,1002.7261382573,0,0,0,156.029241111029,162.377575812935,98.2171957620367,0,0,0,0,0,0,0,0,0,39.3144750545865,0,2.3459357229732e-14,0,0,0,0,0,0,0,0,0,0
Liver-HCC::S.69,QP_0.00,61.7845757642616,0,0,1.24034951682941e-13,6458.94041239034,0,0,0,0,0,0,4.2187160424208,0,0,0,0,0,0,0,56.3784932424862,2.62335779876999e-15,528.953208136818,0,0,0,36.9657460575804,0,0,0,778.683970981067,1.27636760931299e-14,1.09325778598693e-13,0,0,0,811.074877385027,0,0,0,0,0,0,0
Liver-HCC::S.70,QP_0.00,0,0,0,2242.25468951587,4487.40923630294,0,0,0,0,0,0,59.2890889331327,0,0,2543.34294557577,0,0,0,0,187.786902128534,0,5.99426774425169e-14,3.69916682616742e-14,0,0,0,0,0,0,358.165711633343,1.77107033825575e-14,0,2.9763459086829e-13,0,0,5090.3650904441,0,0,0,0,0,205.386335466307,0
Liver-HCC::S.71,QP_0.00,179.400652311619,0,0,0,8031.67213542288,0,0,0,0,0,0,299.352795896809,0,0,5963.18850026933,0,0,0,65.8046020430915,0,136.074351201412,211.442832038818,2.45436485072844e-14,0,0,17.4593333660261,0,0,0,4.76132134912243e-15,312.604797450018,0,3.89969865365384e-16,0,0,0,0,0,0,0,0,1.27716537931866e-14,0
Liver-HCC::S.72,QP_0.00,21.3846080844212,0,0,4.55292005880224e-14,3856.08955590235,0,0,0,0,0,0,0,0,0,666.835335804195,0,0,0,86.8940285096255,0,26.2480003349486,0,260.798899507107,0,0,34.21683366493,0,0,0,8.51089392879692e-16,46.6549523041774,0,0,0,0,655.877785888247,0,0,0,0,0,6.28304554253942e-15,0
Liver-HCC::S.73,QP_0.00,14.4647138080593,0,0,4.72087761028543e-14,6654.79462345466,0,0,0,0,0,0,0,0,0,2620.72670073878,0,0,0,1570.84352677206,1.85317453982492e-15,55.6733993759881,3.8172245942891e-14,0,0,0,66.4133264887842,0,0,0,3007.08370936167,0,7.55188115763913e-14,1.85807709481681e-14,0,0,1.36583919121216e-13,0,0,0,0,0,0,0
Liver-HCC::S.74,QP_0.00,205.815245750269,0,0,423.773581231362,4213.80009314731,0,0,0,0,0,0,246.346023062941,0,0,695.006488898757,0,0,0,0,6.63451173073797,0,7.97666143914299e-15,0,0,0,0,0,0,0,698.351056713963,266.282537783193,1.96752137360221e-14,52.021054306301,0,0,189.468039662849,0,0,0,0,0,60.5013677123188,0
Liver-HCC::S.75,QP_0.00,62.6273491082471,0,0,0,8388.71622738922,0,0,0,0,0,0,234.461294953376,0,0,2350.1781423069,0,0,0,1.25545228306396e-14,159.757353062471,5.33179842816537e-16,0,1277.38526768122,0,0,0,0,0,0,123.639060673035,1131.30656974314,1.27042898259737e-14,0,0,0,1425.92873508239,0,0,0,0,0,9.00252479004713e-14,0
Liver-HCC::S.76,QP_0.00,140.263288276767,0,0,0,5887.46442024974,0,0,0,0,0,0,29.481960993832,0,0,1382.56429503635,0,0,0,674.827406522053,61.5710960722358,101.65292619732,1.10565696201803e-14,4.17179921511178e-14,0,0,145.418243664754,0,0,0,0,944.073010074828,0,4.84471686658721e-14,0,0,1740.75547004857,0,0,0,0,0,144.927882863541,0
Liver-HCC::S.77,QP_0.00,292.869097667054,0,0,2.27979757966273e-14,10011.4578397767,0,0,0,0,0,0,0,0,0,1668.78935569976,0,0,0,483.287578354424,249.724073852372,63.5135772136925,105.743841567751,0,0,0,1.68103329872494e-15,0,0,0,744.091666367258,616.252902073638,0,0,0,0,0,0,0,0,0,0,840.270067427331,0
Liver-HCC::S.78,QP_0.00,50.4119755602613,0,0,0,6797.27145877181,0,0,0,0,0,0,4.82814396714573e-14,0,0,753.236606696567,0,0,0,796.699501485693,1.56513717329007e-15,14.3734814230627,714.98207900996,24.5102172561196,0,0,8.93736622684176e-15,0,0,0,0,0,0,2.16222011111977e-14,0,0,8.81548855705646e-14,0,0,0,0,0,477.514679796522,0
Liver-HCC::S.79,QP_0.00,609.838604045324,0,0,0,4305.45219561656,0,0,0,0,0,0,322.679091515701,0,0,1553.64672979327,0,0,0,0,53.1541569053355,0,6.24633588920158e-15,0,0,0,0,0,0,0,345.250201673473,402.540130641306,7.3468478470016e-15,0,0,0,549.438889809029,0,0,0,0,0,0,0
Liver-HCC::S.80,QP_0.00,38.2250880614545,0,0,0,7927.92464156423,0,0,0,0,0,0,2.78963155151166e-13,0,0,459.895818194339,0,0,0,1922.37270070022,8.81434704441358e-16,48.9658136372287,0,443.018014294718,0,0,154.497858766924,0,0,0,1178.51592109202,0,0,1.67303165159012e-13,0,0,11071.5841436889,0,0,0,0,0,0,0
Liver-HCC::S.81,QP_0.00,56.4259864224345,0,0,0,4872.71696936485,0,0,0,0,0,0,76.6525915897522,0,0,84.7149297847597,0,0,0,24.1276131021225,6.26255707638587e-15,0,0,6.16477279538267e-15,0,0,93.9007873898026,0,0,0,0,0,106.700236577299,129.997717752249,0,0,0,0,0,0,0,0,105.763168016734,0
Liver-HCC::S.82,QP_0.00,123.531591675283,0,0,5.54806493336711e-14,7341.73417636899,0,0,0,0,0,0,0,0,0,610.209604280561,0,0,0,629.870796373602,2.3669060489891e-18,0,4.30318618820345e-14,2.10442994671422e-14,0,0,17.2791192126009,0,0,0,0,426.203883638476,2.12364793757114e-14,439.400058937027,0,0,7.92727485778181e-14,0,0,0,0,0,146.770769513463,0
Liver-HCC::S.83,QP_0.00,52.2540952479336,0,0,0,6422.53193508037,0,0,0,0,0,0,212.516960600397,0,0,348.728855686,0,0,0,0,0,3.5339891912642e-15,350.968696824168,7.38282581545607e-14,0,0,0,0,0,0,0,217.447662621605,536.149819898183,203.30682671864,0,0,187.095147322709,0,0,0,0,0,0,0
Liver-HCC::S.84,QP_0.00,75.819541846053,0,0,4800.60834248974,4587.64286490315,0,0,0,0,0,0,1.78538922125374e-13,0,0,4786.66699748466,0,0,0,842.36095962214,147.149951074443,0,0,3.63948582240289e-14,0,0,12.9217868046184,0,0,0,272.00809945857,0,0,1295.87958518928,0,0,182.941871127345,0,0,0,0,0,6.09999663760228e-15,0
Liver-HCC::S.85,QP_0.00,1.04636693644012e-15,0,0,0,5949.34488844765,0,0,0,0,0,0,128.906861747702,0,0,2799.26220094293,0,0,0,0,0,0,5.8313836425392e-15,0,0,0,4.59338850112101e-15,0,0,0,0,69.6101122702384,8.91880615804211,172.689283276816,0,0,3847.26784715662,0,0,0,0,0,0,0
Liver-HCC::S.86,QP_0.00,413.96142661474,0,0,1000.34796044913,1173.13867762132,0,0,0,0,0,0,1.22535919841092e-14,0,0,1933.72661882439,0,0,0,51.0950528433961,0,1.09294424778189e-15,194.771332296565,59.265522744206,0,0,132.612508490369,0,0,0,992.999674349326,24.7637003351256,1.45462983408325e-13,8.72602219641335,0,0,1606.5448260211,0,0,0,0,0,526.04667721392,0
Liver-HCC::S.87,QP_0.00,320.623570784362,0,0,2.99880498770186e-13,18918.9658186459,0,0,0,0,0,0,0,0,0,266.951844025859,0,0,0,710.1448680686,1.02084993230183e-15,2.06671999338051,0,0,0,0,0,0,0,0,316.530350735944,184.666255610696,3.41482700021556e-13,1.40751009293334e-13,0,0,0,0,0,0,0,0,81.0505721352542,0
Liver-HCC::S.88,QP_0.00,30.6850415998014,0,0,0,7883.84516033001,0,0,0,0,0,0,0,0,0,1515.1801920086,0,0,0,332.363128819114,39.5013925929773,58.8431723114836,2.3457610542994e-14,74.398724208787,0,0,0,0,0,0,0,71.8263745051758,90.5247132287518,104.502969592795,0,0,1057.33887084664,0,0,0,0,0,43.9902599558732,0
Liver-HCC::S.89,QP_0.00,36.3736879371824,0,0,2.43675793379501e-14,1796.80774933586,0,0,0,0,0,0,247.910911940955,0,0,4404.18644475278,0,0,0,175.55590733163,41.6377242886226,2.48224443425558e-16,1.91362630873429e-14,79.4210872007245,0,0,0,0,0,0,2.16361867380504e-13,153.312234832657,2.29677677466074e-15,2.15080936869899e-15,0,0,838.348079122858,0,0,0,0,0,148.446173256731,0
Liver-HCC::S.90,QP_0.00,232.857750349203,0,0,307.36838803381,7937.22385689256,0,0,0,0,0,0,7.24061464834173e-14,0,0,0,0,0,0,0,63.5492441504706,27.1285944807096,1.03501300270522e-13,0,0,0,2.47527023592313e-15,0,0,0,498.637562759996,46.2664006030651,0,1.51739893816946e-14,0,0,300.048629695821,0,0,0,0,0,6.91957303436628,0
Liver-HCC::S.91,QP_0.00,0,0,0,9.90462013717034e-15,3479.85212224429,0,0,0,0,0,0,1.09143692986102e-13,0,0,2668.89215399142,0,0,0,115.511610399821,1.2857286344497e-16,0,0,0,0,0,0,0,0,0,6.22897270915406e-14,9.38534675410588e-15,0,0,0,0,111.74411336447,0,0,0,0,0,0,0
Liver-HCC::S.92,QP_0.00,96.6026854251645,0,0,19.7458746422722,4111.14201014043,0,0,0,0,0,0,100.556043338643,0,0,2108.16165205766,0,0,0,9.48560856921566,16.5012031606621,25.1354908459012,15.7953609581837,3.08880130683469e-15,0,0,0,0,0,0,1.28945112092106e-15,226.113282701938,101.482935682827,17.2778524770991,0,0,0,0,0,0,0,0,6.888563547002e-15,0
Liver-HCC::S.93,QP_0.00,81.243696176567,0,0,2.54032630372941e-13,5446.11857715458,0,0,0,0,0,0,167.700910934883,0,0,115.766451808121,0,0,0,3.47706907850314e-14,1.82270536962871e-15,1.67322268980955e-17,405.4029567923,0,0,0,2.08271475402666e-16,0,0,0,1011.88653646941,137.151484885376,0,0,0,0,0,0,0,0,0,0,359.729385778765,0
Liver-HCC::S.94,QP_0.00,157.438636847699,0,0,183.508355121366,2611.04181667017,0,0,0,0,0,0,2.82140219387645e-14,0,0,2379.45910261765,0,0,0,67.4689557902603,0,0,210.223409595671,0,0,0,0,0,0,0,634.932790934392,0,1.88035738418877e-13,0,0,0,533.926932422791,0,0,0,0,0,0,0
Liver-HCC::S.95,QP_0.00,71.0485442784027,0,0,2088.33477793851,117.522251716572,0,0,0,0,0,0,0,0,0,2277.4180130671,0,0,0,1.08661428597377e-15,157.558134608782,23.1530965511686,97.3650688819295,31.5376917972582,0,0,57.1402531008406,0,0,0,1.49624288058484e-14,175.339463660794,5.19347918630554e-15,5.14366441475763e-14,0,0,2054.01888820583,0,0,0,0,0,539.563816192806,0
Liver-HCC::S.96,QP_0.00,169.392718365632,0,0,9.92617498624702e-14,1246.47532543462,0,0,0,0,0,0,139.485011196948,0,0,3738.39895643704,0,0,0,3.17736402082136e-14,3.11512298438434e-15,0,175.791999414041,38.3059667725617,0,0,62.3246193392353,0,0,0,794.470545449707,247.112701670989,3.99194643874661e-14,3.25335789705343e-14,0,0,508.601522790207,0,0,0,0,0,221.640633129018,0
Liver-HCC::S.97,QP_0.00,517.134543577455,0,0,6.01022090730653e-16,8715.01868882493,0,0,0,0,0,0,12.196380233391,0,0,2418.05781292023,0,0,0,1.14329789945066e-15,0,17.1535877266475,2.64167711909751e-13,0,0,0,179.610098604154,0,0,0,678.293675256394,0,0,4.24888921762858e-15,0,0,0,0,0,0,0,0,405.535212856795,0
Liver-HCC::S.98,QP_0.00,136.710182969841,0,0,0,9391.59065107631,0,0,0,0,0,0,11.7026192041564,0,0,2657.99028974158,0,0,0,0,0,34.4884854679435,9.44089477151068e-15,178.102126502919,0,0,3074.66204099456,0,0,0,242.010356291094,0,3.29619357154785e-15,7.23663877778328e-14,0,0,834.743247751599,0,0,0,0,0,2.17253827808826e-14,0
Liver-HCC::S.99,QP_0.00,1.58053563034649e-14,0,0,2.60667651839966e-14,10167.7985567167,0,0,0,0,0,0,4.4490119487218e-15,0,0,323.390207860683,0,0,0,89.6435267521874,0,3.14897701416907e-16,0,2.52370137795048e-14,0,0,0,0,0,0,1.30165030920588e-14,222.167708670428,0,4.37905936051137e-14,0,0,0,0,0,0,0,0,1.71411803893663e-16,0
Liver-HCC::MSI-H.S.1,QP_0.00,1778.37321243918,0,0,0,8490.61513832343,10866.6832235194,0,0,0,0,0,1.44031078407914e-13,0,0,1.50296550112757e-12,0,2482.41326682044,0,1102.76490949785,0,0,0,6.57258437674107e-15,0,0,3.25844215158012e-14,0,8433.44651329297,0,1.00184258912251e-13,1746.442841008,0,0,0,0,0,0,0,0,0,0,385.260895098735,0
Lung-AdenoCA::S.1,QP_0.00,668.927210700641,5405.45136836991,11578.7793153223,124906.050799159,31651.9707737842,0,0,0,0,0,0,0,0,0,0,846.820532663995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.2,QP_0.00,461.567162332327,3554.31154689156,58.2761233824637,0,10781.6517805418,0,0,0,0,0,0,3.44630056490885e-14,0,0,0,0,0,0,0,59.4735645538815,4.95183105434698e-15,7.07872161906797e-14,0,0,0,0,0,0,1.47689302087561e-15,0,0,0,0,0,0,641.719822298004,0,0,0,0,0,0,0
Lung-AdenoCA::S.3,QP_0.00,723.311920782261,1849.63894032754,0,412.779499497897,22142.7046077128,0,0,0,0,0,0,0,0,0,0,2840.74029079591,0,0,0,180.596546443438,1.95759678086652e-15,2763.22819444015,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97917277387748e-14,0,0,0,0,0,0,0
Lung-AdenoCA::S.4,QP_0.00,78.0286891322144,1172.90910673053,782.871358701935,0,5417.01808536812,0,0,0,0,0,0,7.86679208795639e-15,0,0,0,238.08492453022,0,0,0,106.556968564785,0,75.5308669721978,0,0,0,0,0,0,8.67455927494855e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.5,QP_0.00,283.259730104168,4022.28744012662,0,9833.48036744814,77.9724623210666,0,0,0,0,0,0,4.7737423134178e-14,0,0,0,2.83143439524473e-15,0,0,0,1.5780136586272e-14,0,0,0,0,0,0,0,0,4.69570520216423e-15,0,0,0,0,0,0,9.78059885869082e-14,0,0,0,0,0,0,0
Lung-AdenoCA::S.6,QP_0.00,906.789283571335,0,0,40746.3957384982,3647.79898348905,0,0,0,0,0,0,196.015994441371,0,0,0,0,0,0,0,1.01639174005939e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.7,QP_0.00,160.824420047203,189.751911913853,11642.2722982018,47871.1633843774,4464.88820720295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54731101449268e-14,0,1780.04356838259,0,0,0,0,0,0,26.0562098741147,0,0,0,0,0,0,8.16150409143263e-14,0,0,0,0,0,0,0
Lung-AdenoCA::S.8,QP_0.00,0,27.6919348421565,6318.85881611854,70919.1478364474,3507.11435619387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5096.18705639808,0,0,0,0,0,0,6.33425458221885e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.9,QP_0.00,491.477758720467,59.6847598391373,1.57019839135512e-14,1.30034810528117e-13,8469.40907262467,0,0,0,0,0,0,438.860233651865,0,0,0,5719.7645433865,0,0,0,1.69915988998627e-16,0,4767.80363177736,0,0,0,0,0,0,7.7589162467002e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.10,QP_0.00,416.675623836874,1157.19314677918,1965.40323205337,41600.5499584686,2.07094479425751e-14,0,0,0,0,0,0,2.21677422179089e-14,0,0,0,3768.17803886202,0,0,0,0,9.27889532872654e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lung-AdenoCA::S.11,QP_0.00,940.620357399905,3106.68439470009,867.709259287232,275.340564244793,1189.55426077911,0,0,0,0,0,0,300.64138108068,0,0,0,0,0,0,0,26.8096478332867,98.5029283233502,3337.13995677773,0,0,0,0,0,0,80.8180878153543,0,0,0,0,0,0,3972.17916175846,0,0,0,0,0,0,0
Lung-AdenoCA::S.12,QP_0.00,846.804153483985,156.584472851929,656.74500010804,0,0,0,0,0,0,0,0,0,0,0,0,2.01258347371987,0,0,0,13.5531056842719,7.66376657809766e-15,0,0,0,0,0,0,0,7.72218908156698e-15,0,0,0,0,0,0,6880.30068439805,0,0,0,0,0,0,0
