"","Tool","cancer.type","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec","m.scaled_L2","m.KL","med.KL","mean.multiLLH","med.multiLLH"
"161","deconstruct_0.03","Stomach-AdenoCA",2.4419292670022,2.47499975081626,0.324650717984792,0.817421744921745,0.8,0.11957938834021,0.227915971093036,0.188131290904573,0.160232459028885,0.768940476190476,0.8,0.161140616633721,0.900904761904762,1,0.126158835097644,0.879697034088289,0.318178549777864,0.210706437224238,-599.186487380502,-387.206627354622
"162","deconstruct_0.06","Liver-HCC",2.4392591724369,2.48350118340689,0.357748547414006,0.79334126984127,0.8,0.151205478621249,0.209407494229766,0.17549110825174,0.155889139857469,0.762333333333333,0.75,0.202988613238224,0.886333333333333,1,0.177973061934695,0.863480747895628,0.217191821882777,0.167849429818668,-367.221773974438,-340.707653897175
"163","msa_thresholdx100","Stomach-AdenoCA",2.43637453904236,2.49002649984873,0.333144939219969,0.797704628704629,0.8,0.14128308988193,0.235621492703668,0.196153908005773,0.171541056012927,0.697519841269841,0.666666666666667,0.183879842271092,0.97447619047619,1,0.0766588238663709,0.861285802895587,0.560886244495932,0.376126181700597,-735.529817550873,-387.083842356551
"164","msa_default_unpruned","Ovary-AdenoCA",2.43483600597054,2.47322298141196,0.25751975817931,0.796559829059829,0.8,0.112945012454992,0.225163994029463,0.192050415458519,0.131685620370078,0.960666666666667,1,0.0936394690734103,0.699333333333333,0.714285714285714,0.157403707702246,0.879105852504179,0.202842039314999,0.161936749852365,-308.791175006008,-301.749783289864
"165","deconstruct_0.03","Ovary-AdenoCA",2.43360479587119,2.50950638734928,0.371495347847969,0.825564158064158,0.833333333333333,0.128974599982813,0.247129331112939,0.198560868126516,0.177411965887553,0.860166666666667,0.916666666666667,0.160908876904497,0.82056746031746,0.8,0.161566401904716,0.863826004030237,0.274372740928584,0.195224830840034,-339.562394881281,-302.360582860023
"166","deconstruct_0.00","Eso-AdenoCA",2.43324573790438,2.45570830878231,0.273685377121349,0.823186951936952,0.833333333333333,0.0981316518842023,0.242000293841651,0.224685575196407,0.153271121999646,0.880214285714286,0.857142857142857,0.130919338609757,0.795031746031746,0.833333333333333,0.136060255091513,0.873603624759457,0.318857600779296,0.224350757078473,-735.977535816747,-549.63185416226
"167","deconstruct_0.00","ColoRect-AdenoCA",2.4310617759499,2.45013935765965,0.276214392142936,0.782537573537573,0.784615384615384,0.125330698033721,0.203628700240576,0.172979088850694,0.13545311531208,0.954333333333333,1,0.0936724239456647,0.680357142857143,0.666666666666667,0.167516923283561,0.890145811425219,0.218864733733993,0.107983827193381,-2223.42723855818,-385.951647695983
"168","sigfit","Eso-AdenoCA",2.42770404533489,2.43907376456807,0.124456437543956,0.711898297780651,0.75,0.0891496812907229,0.132295954665111,0.108488506210067,0.0874793561625802,1,1,0,0.56,0.6,0.107308673997732,0.932500064081364,0.111016599848826,0.0850075821585996,-400.032789544364,-372.809978002334
"169","sigpro","Eso-AdenoCA",2.42234626288834,2.42651847651447,0.366972467922627,0.839157564657565,0.857142857142857,0.119087164108093,0.312332308540229,0.26150983746103,0.228403037317696,0.751511904761905,0.775,0.177282655374685,0.983166666666667,1,0.0581464056441825,0.822262559071663,0.669566985638751,0.392618362783866,-961.993639913653,-648.631050041993
"170","sigpro","Stomach-AdenoCA",2.41729206097747,2.46358204465264,0.336620626428962,0.807594239094239,0.8,0.128114912431208,0.274303177117766,0.204214971831971,0.197973438228437,0.707190476190476,0.69047619047619,0.18236274441077,0.984404761904762,1,0.0594803833894344,0.841723027361898,0.560692828994405,0.461060212040772,-846.982333133412,-446.177579332601
"171","deconstruct_0.00","Stomach-AdenoCA",2.41348280708401,2.41163528802117,0.282411637811424,0.806984618322854,0.833333333333333,0.108279029685156,0.23200312365192,0.181913173410682,0.15825473867884,0.880246031746032,0.866071428571428,0.132588236693164,0.765239898989899,0.75,0.146013217312062,0.880641027408622,0.27239990382436,0.190147408896827,-551.910852496705,-370.165272071987
"172","mp","Eso-AdenoCA",2.41067503717861,2.43650891413674,0.364772113254942,0.798496503496503,0.833333333333333,0.160705015965057,0.260586867583297,0.22563252719302,0.175204353068306,0.72402380952381,0.8,0.213067819303844,0.947238095238095,1,0.0954535321851156,0.85895608237528,0.488071657853095,0.291551372315684,-1036.90524693839,-597.293038177973
"173","yapsa_0.06","Ovary-AdenoCA",2.40987279295754,2.40545058168996,0.337571899897832,0.784685425685426,0.8,0.151868909886701,0.22512720704246,0.202396467752223,0.123345740095117,0.714333333333333,0.75,0.202675981090228,0.920666666666667,1,0.147102962940752,0.87193220729402,0.343870492744712,0.337666295261807,-418.856712076335,-387.620877722515
"174","deconstruct_0.06","Breast-AdenoCA",2.40581451968012,2.43125114195812,0.358355591744958,0.770742424242424,0.8,0.142810892074842,0.199090242224642,0.155443817254286,0.149382828303675,0.681071428571429,0.666666666666667,0.18645016912633,0.923833333333333,1,0.12146817441694,0.887371055376881,0.371093142944231,0.296339467859619,-408.944069237139,-360.112325852326
"175","mp","Lung-AdenoCA",2.40508548979031,2.47841169278072,0.368215296795358,0.734588633588634,0.8,0.17525128296906,0.16760498640017,0.119309007108596,0.150222941732671,0.649571428571429,0.666666666666667,0.227395307651586,0.923119047619048,1,0.141974302296771,0.900829123739572,0.255654975030879,0.120733306297054,-668.325108638402,-474.061696843754
"176","sigest","Eso-AdenoCA",2.40456299118642,2.40733477418789,0.22501108991119,0.788513336336866,0.769230769230769,0.0909498487640679,0.242635421511992,0.20662928272421,0.153878062316471,0.973547619047619,1,0.0642120924162928,0.673650793650794,0.666666666666667,0.126651826912453,0.871846396408846,0.445479856980577,0.207551749857622,-601.904868811992,-458.107426626346
"177","sigspack","Eso-AdenoCA",2.40456299118642,2.40733477418789,0.22501108991119,0.788513336336866,0.769230769230769,0.0909498487640679,0.242635421511992,0.20662928272421,0.153878062316471,0.973547619047619,1,0.0642120924162928,0.673650793650794,0.666666666666667,0.126651826912453,0.871846396408846,0.445479856980577,0.207551749857622,-601.904868811992,-458.107426626346
"178","msa_default_unpruned","Lung-AdenoCA",2.40371514727368,2.43073387676866,0.344557226726295,0.770821511821512,0.769230769230769,0.14736073953407,0.188026916218384,0.137095235902073,0.130112886227996,0.861857142857143,1,0.177375336853563,0.729884920634921,0.714285714285714,0.185463481321647,0.893356344837933,0.210281877784254,0.128944190100881,-529.102487016839,-415.591751164058
"179","yapsa_0.01","Ovary-AdenoCA",2.40116042141629,2.44764394779444,0.262651136096067,0.786235708735709,0.8,0.109583908346355,0.232744340488469,0.197163865408884,0.130319177928525,0.948333333333333,1,0.104056338879739,0.685571428571429,0.69047619047619,0.142105377716499,0.875795869688445,0.210391333794512,0.170979713651798,-308.807385732484,-302.859045885947
"180","deconstruct_0.06","Ovary-AdenoCA",2.40031731733554,2.45307999834669,0.363562549695807,0.794983405483406,0.8,0.140073105232817,0.243992206473985,0.20891376250248,0.166584565298105,0.724333333333333,0.75,0.187269049684397,0.919976190476191,1,0.139498720958935,0.861817884057536,0.368029904439067,0.332207447630329,-414.886499229823,-383.819103033853
"181","mutsig","Stomach-AdenoCA",2.39750430567768,2.46549886893736,0.273291627667244,0.779609545511248,0.8,0.11114228434872,0.225117267193889,0.188794415483256,0.151443919254988,0.94409126984127,1,0.108324984437798,0.678530303030303,0.666666666666667,0.139737992181978,0.885143082865815,0.254127545494549,0.129652191715243,-507.772101791177,-356.066992230546
"182","yapsa_0.00","Stomach-AdenoCA",2.39750379696545,2.46549925131479,0.27329172266977,0.779609545511248,0.8,0.11114228434872,0.225117775906121,0.18879267993647,0.151443873674025,0.94409126984127,1,0.108324984437798,0.678530303030303,0.666666666666667,0.139737992181978,0.885142874886742,0.254127873679108,0.129652678695386,-507.772101791177,-356.066992230546
"183","siglasso","Kidney-RCC",2.38723060091618,2.41571718170036,0.330272349439335,0.810684371184371,0.8,0.150843486874917,0.316745589560007,0.280080996783205,0.170407581609846,0.71147619047619,0.666666666666667,0.205871458271117,0.9925,1,0.0444681123849403,0.814907108386341,0.600797080058721,0.481949226308014,-361.09802684203,-326.021935755876
"184","deconstruct_0.00","Breast-AdenoCA",2.38545915676688,2.35047173871552,0.296470768445127,0.769787185037185,0.769230769230769,0.120122287888375,0.197235287677562,0.168423688787546,0.140607903021439,0.882547619047619,1,0.147311528981695,0.700146825396825,0.666666666666667,0.148599372266364,0.892672707699501,0.23068831262829,0.168471500276398,-337.435226739336,-290.788432303303
"185","yapsa_0.01","Lung-AdenoCA",2.38159506229111,2.39030906601069,0.314407962122614,0.760191641691642,0.75,0.133189554383169,0.189107318661271,0.14975689589341,0.125840460446648,0.825928571428571,0.833333333333333,0.188466093752878,0.74477380952381,0.75,0.169220360275179,0.892704082833948,0.207081618341595,0.135121476443307,-545.761130018826,-414.788528519508
"186","yapsa_0.00","ColoRect-AdenoCA",2.37720985659481,2.37291133504322,0.258801064463908,0.740537074037074,0.75,0.129439522448608,0.210996492611534,0.19652968788602,0.131127738334412,0.971166666666667,1,0.0794854030179711,0.617039682539683,0.625,0.167140216682117,0.886798793782354,0.222760070905231,0.120117523927369,-2165.8182949531,-390.672438332381
"187","mutsig","ColoRect-AdenoCA",2.37720978064986,2.37291254297279,0.258800927539074,0.740537074037074,0.75,0.129439522448608,0.21099656855649,0.19652968542141,0.131127945484959,0.971166666666667,1,0.0794854030179711,0.617039682539683,0.625,0.167140216682117,0.886798706019682,0.222761055558033,0.120117631220932,-2165.81704424494,-390.672438332381
"188","musical","Skin-Melanoma",2.35617663118926,2.44365681468101,0.413169428047357,0.804341602841603,0.833333333333333,0.146956399080833,0.291013845001211,0.205714023559066,0.253845973483756,0.7505,0.775,0.180485427923827,0.896690476190476,1,0.15298247938142,0.82687774477876,0.329379066070173,0.185104068600994,-1892.50877282562,-927.368420866783
"189","siglasso","ColoRect-AdenoCA",2.34890597977555,2.33428732717106,0.329621709684496,0.83065873015873,0.857142857142857,0.146620770747017,0.381260686891114,0.338035054965226,0.199837529985417,0.744333333333333,0.75,0.205210193081525,0.985833333333333,1,0.0627366451463574,0.776405587921708,0.73751702166007,0.723270302194162,-7527.12287497927,-738.062628888547
"190","sigfit","Stomach-AdenoCA",2.34803974250759,2.36851834323898,0.145399304416651,0.648611975571728,0.625,0.111062476012522,0.141676166583324,0.126135631777848,0.0821528421264591,1,1,0,0.489715909090909,0.454545454545455,0.120550381920349,0.930457147951354,0.125587629097187,0.0968259763301931,-393.41204570492,-319.339983794678
"191","msa_thresholdx10","Liver-HCC",2.34780143036519,2.44528583327316,0.438054202521201,0.774316738816739,0.8,0.163743843442141,0.254698569634807,0.197427888216073,0.211551567047514,0.807,0.8,0.197276347673234,0.7955,0.8,0.212354855692662,0.838218874402298,0.362193357938013,0.169291717464517,-386.746636153877,-349.076843503721
"192","mutsig","Lung-AdenoCA",2.34469672142015,2.34025674248361,0.290313731490294,0.720637584637585,0.727272727272727,0.140579030745426,0.192526943803519,0.149784351188517,0.126315129626156,0.924285714285714,1,0.122336952579055,0.612937950937951,0.6,0.180627717491807,0.892653375419645,0.210779276136204,0.138752941778341,-513.461955035678,-417.707936502429
"193","yapsa_0.00","Lung-AdenoCA",2.34469552104168,2.34025292754799,0.290314332677627,0.720637584637585,0.727272727272727,0.140579030745426,0.192528144181985,0.149786347802079,0.126315323164304,0.924285714285714,1,0.122336952579055,0.612937950937951,0.6,0.180627717491807,0.892652718192664,0.210780592557395,0.138754366539255,-513.461494393392,-417.707936502429
"194","yapsa_0.03","Lung-AdenoCA",2.34131274750087,2.35047836632302,0.359337067207516,0.732817848817849,0.75,0.16364903789249,0.185187252499125,0.140788837127528,0.124771718284911,0.691976190476191,0.666666666666667,0.216134575171102,0.83452380952381,0.8,0.165513256236098,0.892634205221242,0.225828546461151,0.141228484771696,-684.041587779364,-490.996022829509
"195","deconstruct_0.06","Eso-AdenoCA",2.33959526292126,2.38843703946017,0.353205091614839,0.758319902319902,0.8,0.146790245723408,0.259583308507315,0.225430037030816,0.157912223303442,0.661607142857143,0.666666666666667,0.190075740595725,0.937571428571429,1,0.112021921414883,0.865195820069871,0.502064421024351,0.357883313032964,-1163.42369570618,-898.669162523256
"196","sigpro","Kidney-RCC",2.33588782752901,2.3837618362151,0.434287129090104,0.806877344877345,0.8,0.13513473897771,0.306731220090034,0.264493842262258,0.218765606886182,0.815119047619048,0.8,0.179625516461709,0.8275,0.775,0.158793412721313,0.820563487851435,0.691706915526156,0.605011424348669,-297.558152578744,-277.098352684886
"197","deconstruct_0.03","Lung-AdenoCA",2.33533092136105,2.37566662381583,0.386257410121483,0.732859917859918,0.75,0.170433880332398,0.190930983400856,0.154607371085651,0.140388374868373,0.681142857142857,0.666666666666667,0.218022750408815,0.845119047619048,0.928571428571428,0.168474825438063,0.888798845293841,0.250275421970104,0.154361654823331,-689.443996631168,-484.928451541142
"198","sigest","Stomach-AdenoCA",2.32996932207219,2.38345299991674,0.245232298107066,0.721010123175758,0.75,0.115469209752835,0.223066669713799,0.188927213125361,0.150646944354489,0.966142857142857,1,0.082474846885381,0.586893134643135,0.6,0.134212609218862,0.885666591328061,0.362680789235374,0.149327923489306,-516.240485123332,-355.842441337118
"199","sigspack","Stomach-AdenoCA",2.32996932207219,2.38345299991674,0.245232298107066,0.721010123175758,0.75,0.115469209752835,0.223066669713799,0.188927213125361,0.150646944354489,0.966142857142857,1,0.082474846885381,0.586893134643135,0.6,0.134212609218862,0.885666591328061,0.362680789235374,0.149327923489306,-516.240485123332,-355.842441337118
"200","yapsa_0.10","Ovary-AdenoCA",2.32866287331521,2.31722848098912,0.258028794226095,0.71897619047619,0.75,0.142290133681768,0.244003793351455,0.224948953189543,0.121573015289171,0.596,0.6,0.191472526475894,0.976666666666667,1,0.0804030252207369,0.8616154378616,0.532493170314886,0.482700298676798,-503.23547154022,-490.158484727821
"201","deconstruct_0.00","Kidney-RCC",2.32828546761181,2.34542579840496,0.294883568197119,0.725172993672994,0.727272727272727,0.150041638793548,0.221250246673905,0.214129402026781,0.110260978048586,0.935071428571429,1,0.127401844968855,0.614464285714286,0.6,0.185353376303297,0.88318865640028,0.218056840960529,0.170594100636877,-274.625353669924,-268.466213931591
"202","deconstruct_0.06","Stomach-AdenoCA",2.32628081131239,2.36873013812595,0.316091156776318,0.741310522810523,0.75,0.128730154552752,0.246989029957455,0.204388183414828,0.158180095144476,0.633769841269841,0.666666666666667,0.169380646363221,0.9395,1,0.112407962101816,0.871935184572611,0.481052844345937,0.38162353399513,-836.397347937293,-525.907770372032
"203","yapsa_0.06","Eso-AdenoCA",2.32194690693201,2.39200246651373,0.367048163708825,0.751907703407703,0.75,0.149139786069549,0.259434045448938,0.210800426874716,0.162293192570113,0.658214285714286,0.666666666666667,0.189943376057835,0.923166666666667,1,0.11973818708151,0.86423799148483,0.522623602969733,0.388204072474545,-1155.81567802794,-928.142798455534
"204","siglasso_wprior","ColoRect-AdenoCA",2.32111078703843,2.32850140744099,0.349406559556665,0.846611111111111,0.857142857142857,0.132052234274221,0.434555879628241,0.402656978064969,0.230600386820222,0.757666666666667,0.75,0.197677593511331,0.998,1,0.02,0.726817448232431,0.933057583437791,0.845346612153834,-10556.0449493596,-975.013635959142
"205","mutsig","Ovary-AdenoCA",2.31824614015966,2.35536616431471,0.227909142059195,0.719609501609502,0.720779220779221,0.109398695101697,0.237091161427646,0.198227766039986,0.130000978493985,0.970666666666667,1,0.0753264500296813,0.584670634920635,0.571428571428571,0.136381308174077,0.875683304160411,0.217416262246917,0.176274929843018,-309.46184305392,-302.555090534181
"206","yapsa_0.00","Ovary-AdenoCA",2.31824362231536,2.35536439665412,0.22791009712741,0.719609501609502,0.720779220779221,0.109398695101697,0.237093679271946,0.198227987402501,0.130001220633466,0.970666666666667,1,0.0753264500296813,0.584670634920635,0.571428571428571,0.136381308174077,0.875682155759306,0.217418331050876,0.176274252389952,-309.46184305392,-302.555090534181
"207","siglasso_wprior","Kidney-RCC",2.31469569986244,2.28373358328898,0.343512086213003,0.808601731601732,0.8,0.153384706895894,0.390685252518516,0.37324605593992,0.196880892417675,0.707880952380952,0.666666666666667,0.213714351037313,0.9975,1,0.025,0.769136228560101,0.708342596482454,0.640767806324711,-377.557111612378,-332.653757060399
"208","yapsa_0.10","Breast-AdenoCA",2.31434827658754,2.3184274202869,0.310907559037277,0.692251803751804,0.666666666666667,0.155143452302878,0.215366009126749,0.196257300896161,0.112780357685474,0.559714285714286,0.5,0.18873594156997,0.97,1,0.100168208697521,0.876544357572571,0.588440674838588,0.539988848553783,-554.338115796665,-458.659811581902
"209","yapsa_0.10","Liver-HCC",2.3128192038704,2.37540198790129,0.425728375203334,0.747468253968254,0.8,0.17214049167165,0.274014129462932,0.22275585345609,0.186928781609002,0.667166666666667,0.666666666666667,0.221253634082781,0.919666666666667,1,0.170171564580263,0.815370231451187,0.423886263770971,0.247710806532019,-446.642860363335,-362.141693176716
"210","yapsa_0.06","Stomach-AdenoCA",2.31276420605961,2.38515357792449,0.336838714401709,0.735054778554779,0.75,0.134337627499797,0.241696111400704,0.200084818699741,0.151912309706185,0.631710317460317,0.6125,0.166839203994108,0.92275,1,0.137691072220562,0.875065198211972,0.490033015266798,0.415864734181188,-851.585605051934,-531.314307327171
"211","mutsig","Kidney-RCC",2.30740742961474,2.29388899009783,0.199111303555484,0.68578391053391,0.666666666666667,0.126407859784888,0.224410030702722,0.213204329839455,0.103049459336659,0.994666666666667,1,0.0386993940216523,0.537150793650794,0.5,0.150189351623544,0.882101876678764,0.193225164910769,0.167213602865526,-266.824296654004,-267.43607466689
"212","msa_default_unpruned","Kidney-RCC",2.30740742367559,2.29388899951448,0.199111305484425,0.68578391053391,0.666666666666667,0.126407859784888,0.224410036641874,0.213204322815959,0.10304945984278,0.994666666666667,1,0.0386993940216523,0.537150793650794,0.5,0.150189351623544,0.882101873069781,0.193225168385425,0.167213599695971,-266.824296654004,-267.43607466689
"213","msa_thresholdx1000_unpruned","Kidney-RCC",2.30740742367559,2.29388899951448,0.199111305484425,0.68578391053391,0.666666666666667,0.126407859784888,0.224410036641874,0.213204322815959,0.10304945984278,0.994666666666667,1,0.0386993940216523,0.537150793650794,0.5,0.150189351623544,0.882101873069781,0.193225168385425,0.167213599695971,-266.824296654004,-267.43607466689
"214","msa_thresholdx100_unpruned","Kidney-RCC",2.30740742367559,2.29388899951448,0.199111305484425,0.68578391053391,0.666666666666667,0.126407859784888,0.224410036641874,0.213204322815959,0.10304945984278,0.994666666666667,1,0.0386993940216523,0.537150793650794,0.5,0.150189351623544,0.882101873069781,0.193225168385425,0.167213599695971,-266.824296654004,-267.43607466689
"215","msa_thresholdx10_unpruned","Kidney-RCC",2.30740742367559,2.29388899951448,0.199111305484425,0.68578391053391,0.666666666666667,0.126407859784888,0.224410036641874,0.213204322815959,0.10304945984278,0.994666666666667,1,0.0386993940216523,0.537150793650794,0.5,0.150189351623544,0.882101873069781,0.193225168385425,0.167213599695971,-266.824296654004,-267.43607466689
"216","yapsa_0.00","Kidney-RCC",2.30740668189035,2.2938881103633,0.199111597265924,0.68578391053391,0.666666666666667,0.126407859784888,0.224410778427106,0.213204372685289,0.103049370060377,0.994666666666667,1,0.0386993940216523,0.537150793650794,0.5,0.150189351623544,0.882101586761506,0.193225953472398,0.167213501644867,-266.824296654004,-267.43607466689
"217","fitms_0.200","Skin-Melanoma",2.30603775084828,2.35135996510437,0.393205063328107,0.683334054834055,0.696969696969697,0.189818873120708,0.205648757088222,0.126195330798561,0.208663606425608,0.565353174603175,0.585714285714285,0.217765064484223,0.946333333333333,1,0.132458832517915,0.881039652366983,0.26656413025799,0.205585147383116,-1947.90126155066,-1017.03454043315
"218","deconstruct_0.10","Ovary-AdenoCA",2.30566842352845,2.28940039767977,0.334380618067429,0.719396825396825,0.75,0.160264006378963,0.264664909804883,0.218847459748476,0.159208335142435,0.593666666666667,0.6,0.201353166459079,0.976666666666667,1,0.090267093384844,0.847843809026474,0.606932547874987,0.508789709348531,-499.101173325983,-490.639882953776
"219","sigest","Breast-AdenoCA",2.30218541697076,2.31646999632065,0.183304515013767,0.649086630689572,0.666666666666667,0.100287151634599,0.17491345637811,0.15437071348321,0.11099541441872,0.983404761904762,1,0.0575725934640341,0.493694111444111,0.5,0.11260426868248,0.906332770610441,0.253405103492002,0.123899560601694,-295.238632387328,-276.360561309858
"220","sigspack","Breast-AdenoCA",2.30218541697076,2.31646999632065,0.183304515013767,0.649086630689572,0.666666666666667,0.100287151634599,0.17491345637811,0.15437071348321,0.11099541441872,0.983404761904762,1,0.0575725934640341,0.493694111444111,0.5,0.11260426868248,0.906332770610441,0.253405103492002,0.123899560601694,-295.238632387328,-276.360561309858
"221","yapsa_0.06","Liver-HCC",2.30006206967785,2.36409025862736,0.432616140427778,0.756487012987013,0.8,0.167023279281207,0.283604596988819,0.238530709716772,0.19976929855157,0.744666666666667,0.75,0.213908630861175,0.839,1,0.21413595857354,0.818394097705266,0.332125927077151,0.241002246566197,-405.554221705004,-360.089707604035
"222","yapsa_0.06","Lung-AdenoCA",2.29449720870839,2.36972726387553,0.397177670196871,0.684041847041847,0.666666666666667,0.184272388117341,0.189121838910661,0.149810409679489,0.131979571957533,0.587119047619048,0.6,0.219907053311204,0.8965,1,0.171140214631083,0.890562915553207,0.300272012320181,0.211216142728231,-884.466268984843,-558.464397182281
"223","deconstruct_0.10","Breast-AdenoCA",2.29250725922593,2.32069498620803,0.361630527010203,0.693271284271284,0.666666666666667,0.155164046698302,0.226302264583598,0.202546339188222,0.152297741531637,0.568642857142857,0.5,0.192572356969105,0.950166666666667,1,0.116882796438376,0.872902714496131,0.575781925141636,0.541674229523265,-529.463198245914,-453.539160729866
"224","deconstruct_0.06","Lung-AdenoCA",2.28799675582317,2.38384749275257,0.422838855096541,0.686808080808081,0.696969696969697,0.189199039113083,0.195384196557778,0.149662872163128,0.143496601161461,0.586214285714286,0.6,0.222743743580063,0.897166666666667,1,0.174175224927874,0.885695442962784,0.327334043861473,0.232522453438975,-867.236915716867,-582.048408940853
"225","sigest","ColoRect-AdenoCA",2.28392163880634,2.2898559345719,0.213613831820723,0.656151626151626,0.666666666666667,0.12097636899362,0.207611189476489,0.195299993334693,0.129504996711527,0.987166666666667,1,0.0570434591250936,0.504366161616162,0.5,0.139889973852079,0.889028491241155,0.342686870542001,0.132328471018522,-2041.29962164055,-390.871299827348
"226","sigspack","ColoRect-AdenoCA",2.28392163880634,2.2898559345719,0.213613831820723,0.656151626151626,0.666666666666667,0.12097636899362,0.207611189476489,0.195299993334693,0.129504996711527,0.987166666666667,1,0.0570434591250936,0.504366161616162,0.5,0.139889973852079,0.889028491241155,0.342686870542001,0.132328471018522,-2041.29962164055,-390.871299827348
"227","deconstruct_0.03","Liver-HCC",2.28203705754365,2.25084311683885,0.414822603961639,0.728667388167388,0.75,0.17138890768999,0.238462942456349,0.225752547880254,0.167722951611577,0.805333333333333,0.775,0.188306887091658,0.715166666666667,0.666666666666667,0.232664533903122,0.86074390900604,0.237383173965734,0.193695924722746,-360.067760396739,-342.29556579492
"228","deconstruct_0.00","Ovary-AdenoCA",2.27078452721944,2.30523263089434,0.331649958686335,0.730132811632812,0.727272727272727,0.118299072302873,0.267322615637705,0.220378674506782,0.178692709161236,0.918333333333333,1,0.116618556698985,0.619773809523809,0.6,0.146578340986724,0.862449073083099,0.287050018287722,0.212386354856223,-334.557112766233,-301.931587736144
"229","fitms_0.060","Skin-Melanoma",2.26925597566318,2.33312762382514,0.410123024122322,0.68042784992785,0.666666666666667,0.183262947510752,0.22443053227333,0.130094087789146,0.219495999903282,0.569019841269841,0.6,0.214053240120748,0.924666666666667,1,0.147033517331441,0.870317899449349,0.284353367306918,0.227528220011667,-1988.55486209092,-1033.01347061677
"230","fitms_0.100","Skin-Melanoma",2.26925595697653,2.33312762382513,0.410123021775094,0.68042784992785,0.666666666666667,0.183262947510752,0.224430550959978,0.130094087628675,0.219495986816702,0.569019841269841,0.6,0.214053240120748,0.924666666666667,1,0.147033517331441,0.870317888964035,0.284353392323506,0.227527872132881,-1988.55598753777,-1033.01347061677
"231","fitms_0.050","Skin-Melanoma",2.26925594113172,2.33312762382513,0.410123008087626,0.68042784992785,0.666666666666667,0.183262947510752,0.224430566804786,0.130094088310961,0.219495971895822,0.569019841269841,0.6,0.214053240120748,0.924666666666667,1,0.147033517331441,0.87031789269182,0.284353374759872,0.227528410584916,-1988.55486209092,-1033.01347061677
"232","fitms_0.010","Skin-Melanoma",2.2692557799037,2.33312762382513,0.410122853857884,0.68042784992785,0.666666666666667,0.183262947510752,0.224430728032813,0.130094087840889,0.219495844627364,0.569019841269841,0.6,0.214053240120748,0.924666666666667,1,0.147033517331441,0.870317848076668,0.284353438672681,0.22752718472201,-1988.55582888825,-1033.01347061677
"233","fitms_0.030","Skin-Melanoma",2.26925575747001,2.33312762382513,0.410122892478517,0.68042784992785,0.666666666666667,0.183262947510752,0.224430750466493,0.130094088057865,0.219495857168782,0.569019841269841,0.6,0.214053240120748,0.924666666666667,1,0.147033517331441,0.870317826520871,0.284353440981749,0.227528609725599,-1988.55607451751,-1033.01347061677
"234","sigfit","ColoRect-AdenoCA",2.26868961376948,2.2626073725521,0.105612307969918,0.545781120839944,0.571428571428571,0.106217816975043,0.113643719563853,0.11122767245008,0.0602978078446083,1,1,0,0.382333333333333,0.4,0.0974656404391708,0.941619852887675,0.0843724370775184,0.0676433474209303,-801.09588684376,-346.844843138941
"235","fitms_0.005","Skin-Melanoma",2.26746044176711,2.33339195683739,0.40640260348592,0.680700577200577,0.666666666666667,0.180323674047471,0.225670510613846,0.130118263809769,0.218894568473208,0.568464285714286,0.6,0.211081441716747,0.924666666666667,1,0.147033517331441,0.869659361442814,0.285536430721658,0.227498694941947,-1967.03093433236,-1032.61529698153
"236","fitms_0.001","Skin-Melanoma",2.26746003846073,2.33339195683739,0.406402369632314,0.680700577200577,0.666666666666667,0.180323674047471,0.225670913920227,0.130118263711139,0.218894359905191,0.568464285714286,0.6,0.211081441716747,0.924666666666667,1,0.147033517331441,0.869659195578147,0.285536641853982,0.227498847829604,-1967.03093433236,-1032.61529698153
"237","yapsa_0.01","Skin-Melanoma",2.25975631290691,2.30355473978907,0.382326481389243,0.765092241092241,0.8,0.143323628959947,0.319084956934365,0.248712352155733,0.245838226647335,0.746531746031746,0.8,0.206949572938998,0.832309523809524,0.8,0.139814174086121,0.817597813891964,0.342311839111929,0.265153128335608,-2578.24752572877,-1353.66056641087
"238","siglasso","Ovary-AdenoCA",2.25682800757814,2.26722910866143,0.329116238679689,0.732621933621934,0.775,0.171918891552075,0.349005325755194,0.315500828477916,0.200879345341064,0.607833333333333,0.633333333333334,0.214923772146998,0.998,1,0.02,0.801500382681606,0.684150920533773,0.573234523701126,-557.110924632404,-515.120787565891
"239","msa_default_unpruned","Skin-Melanoma",2.24859231829735,2.27634222214335,0.374306982423798,0.7580999000999,0.759615384615385,0.142710115438954,0.321610062655032,0.245862960749045,0.245903637109901,0.74697619047619,0.8,0.21081140912306,0.823226190476191,0.8,0.140243904995167,0.816265496353506,0.359531850841419,0.255514351281847,-2627.27441474117,-1432.3394835926
"240","deconstruct_0.00","Lung-AdenoCA",2.24300269128233,2.31044619652387,0.361043672374354,0.694399711399711,0.666666666666667,0.150593476467535,0.19762826109862,0.159864496098769,0.141677881138911,0.753738095238095,0.75,0.200699164726267,0.686892857142857,0.666666666666667,0.192685561281165,0.888944996586236,0.241438584441816,0.145946744478024,-621.130857167132,-472.79127554116
